feedback_id,user_id,restaurant_id,feedback_text,submitted_on,feedback_type,priority_level,admin_response,response_date,is_resolved
FDBK00215,11748,Olive_12211,Loved the ambiance and the staff were friendly.,2023-01-22,Suggestion,Low,,2023-01-22,False
FDBK00216,7479,Red_67136,"The service was too slow, please improve.",2020-07-31,Inquiry,Low,"Resolved, thank you for reaching out.",2022-10-27,True
FDBK00217,2566,The_64070,"Great service, but room for improvement.",2020-05-16,Other,Medium,"Resolved, thank you for reaching out.",2022-01-05,False
FDBK00218,3522,Buffalo_47474,Loved the ambiance and the staff were friendly.,2022-05-07,Other,Low,We are looking into this issue.,2023-04-05,False
FDBK00219,10618,Chipotle_52442,Loved the ambiance and the staff were friendly.,2022-04-09,Other,High,Thank you for your feedback.,2022-04-09,False
FDBK00220,3366,Red_15636,"Exceptional experience, highly recommend!",2024-01-07,Complaint,Medium,We are looking into this issue.,2024-01-07,True
FDBK00221,6757,Panera_19578,"Exceptional experience, highly recommend!",2020-05-03,Complaint,Medium,We are looking into this issue.,2023-11-03,True
FDBK00222,2003,Buffalo_73624,"Exceptional experience, highly recommend!",2023-08-01,Praise,High,We are looking into this issue.,2023-08-01,True
FDBK00223,8959,Chipotle_72912,"Great service, but room for improvement.",2020-12-30,Praise,High,We are looking into this issue.,2021-06-07,True
FDBK00224,7333,Chili's_7149,Food quality was not as expected.,2021-12-08,Other,Low,,2023-01-27,True
FDBK00225,5939,Panera_40668,Loved the ambiance and the staff were friendly.,2023-06-29,Complaint,Low,Thank you for your feedback.,2023-06-29,False
FDBK00226,2661,Panera_55058,Loved the ambiance and the staff were friendly.,2024-11-12,Inquiry,Low,"Resolved, thank you for reaching out.",2024-11-12,False
FDBK00227,6281,Chipotle_85032,"Exceptional experience, highly recommend!",2020-04-12,Complaint,Medium,"Resolved, thank you for reaching out.",2021-12-04,False
FDBK00228,3175,Outback_17175,Loved the ambiance and the staff were friendly.,2024-12-30,Other,High,Thank you for your feedback.,2024-12-30,False
FDBK00229,4760,Chili's_96369,Food quality was not as expected.,2021-01-23,Praise,High,We are looking into this issue.,2024-04-05,False
FDBK00230,2840,P.F._37613,"Exceptional experience, highly recommend!",2022-10-05,Inquiry,Medium,,2022-10-05,False
FDBK00231,6474,Texas_19697,"Great service, but room for improvement.",2020-06-02,Suggestion,High,We are looking into this issue.,2023-05-14,False
FDBK00232,8499,The_24330,"Exceptional experience, highly recommend!",2020-10-19,Other,Medium,We are looking into this issue.,2024-08-03,False
FDBK00233,10921,Chili's_13569,"The service was too slow, please improve.",2024-06-22,Suggestion,High,"Resolved, thank you for reaching out.",2024-06-22,True
FDBK00234,5128,Chili's_92219,Food quality was not as expected.,2020-04-03,Complaint,High,Thank you for your feedback.,2020-04-03,True
FDBK00235,5469,Buffalo_87774,"Great service, but room for improvement.",2024-09-06,Inquiry,Medium,We are looking into this issue.,2024-09-06,True
FDBK00236,11163,Buffalo_434,"The service was too slow, please improve.",2021-06-07,Suggestion,Medium,We are looking into this issue.,2022-01-16,False
FDBK00237,7347,Texas_22557,"The service was too slow, please improve.",2023-03-20,Inquiry,Low,We are looking into this issue.,2023-08-16,True
FDBK00238,10539,The_34930,Loved the ambiance and the staff were friendly.,2023-01-20,Inquiry,Low,,2023-01-20,True
FDBK00239,6915,P.F._11773,Loved the ambiance and the staff were friendly.,2022-09-11,Other,Medium,Thank you for your feedback.,2022-09-11,True
FDBK00240,7148,Red_3706,"Exceptional experience, highly recommend!",2021-03-19,Complaint,Low,"Resolved, thank you for reaching out.",2023-10-13,False
FDBK00241,11170,Texas_63897,Loved the ambiance and the staff were friendly.,2024-03-06,Inquiry,Low,We are looking into this issue.,2024-03-06,False
FDBK00242,6167,Chipotle_8592,Food quality was not as expected.,2022-10-27,Complaint,Low,We are looking into this issue.,2024-11-16,False
FDBK00243,6441,Chili's_73639,Loved the ambiance and the staff were friendly.,2021-05-06,Other,Low,We are looking into this issue.,2023-10-22,False
FDBK00244,11040,Chipotle_25642,"The service was too slow, please improve.",2021-07-10,Suggestion,Low,Thank you for your feedback.,2022-05-21,False
FDBK00245,10318,Buffalo_79104,"Exceptional experience, highly recommend!",2024-08-08,Complaint,Medium,,2024-08-08,True
FDBK00246,9345,Chili's_7699,Food quality was not as expected.,2021-06-12,Complaint,High,"Resolved, thank you for reaching out.",2021-06-12,False
FDBK00247,2419,Panera_58738,Loved the ambiance and the staff were friendly.,2020-10-17,Complaint,High,"Resolved, thank you for reaching out.",2024-11-29,True
FDBK00248,7216,Red_12166,Loved the ambiance and the staff were friendly.,2021-11-08,Suggestion,Low,,2023-11-28,True
FDBK00249,5679,Outback_95805,"Exceptional experience, highly recommend!",2020-02-15,Suggestion,High,,2022-04-20,False
FDBK00250,9037,Buffalo_39404,"Great service, but room for improvement.",2021-08-12,Inquiry,High,,2021-08-12,True
FDBK00251,5339,Chili's_92899,Food quality was not as expected.,2021-03-01,Suggestion,High,,2021-10-24,True
FDBK00252,7833,Chili's_59939,"The service was too slow, please improve.",2020-06-28,Praise,High,,2022-09-14,False
FDBK00253,3299,Texas_34867,"Exceptional experience, highly recommend!",2023-05-07,Complaint,High,"Resolved, thank you for reaching out.",2023-05-07,True
FDBK00254,8278,P.F._65353,"The service was too slow, please improve.",2023-10-02,Praise,High,We are looking into this issue.,2023-10-02,False
FDBK00255,2389,Outback_97885,"The service was too slow, please improve.",2023-02-24,Inquiry,Medium,Thank you for your feedback.,2024-06-10,False
FDBK00256,8909,Olive_41591,Food quality was not as expected.,2022-07-16,Complaint,Medium,,2024-09-21,False
FDBK00257,5367,Panera_13758,"Great service, but room for improvement.",2023-08-25,Suggestion,Low,,2023-12-30,True
FDBK00258,8425,Red_97326,Loved the ambiance and the staff were friendly.,2023-05-17,Other,Low,Thank you for your feedback.,2023-05-17,False
FDBK00259,8911,Buffalo_16734,Food quality was not as expected.,2021-09-25,Other,Low,"Resolved, thank you for reaching out.",2024-06-07,True
FDBK00260,3523,P.F._19663,Food quality was not as expected.,2023-07-16,Complaint,Low,Thank you for your feedback.,2023-07-16,True
FDBK00261,8082,Chipotle_83282,Loved the ambiance and the staff were friendly.,2021-11-27,Suggestion,Low,"Resolved, thank you for reaching out.",2024-02-26,True
FDBK00262,9460,The_15360,Food quality was not as expected.,2021-08-01,Complaint,High,Thank you for your feedback.,2021-08-01,True
FDBK00263,5433,Outback_94985,"The service was too slow, please improve.",2022-01-07,Inquiry,Low,We are looking into this issue.,2022-01-07,True
FDBK00264,3093,P.F._36853,"The service was too slow, please improve.",2023-05-14,Praise,Low,Thank you for your feedback.,2023-06-27,True
FDBK00265,8347,Chipotle_27232,"The service was too slow, please improve.",2020-06-20,Suggestion,Low,,2020-09-03,True
FDBK00266,6404,P.F._43553,Loved the ambiance and the staff were friendly.,2023-09-29,Complaint,Medium,We are looking into this issue.,2023-11-10,False
FDBK00267,6484,Chili's_67859,"The service was too slow, please improve.",2024-08-23,Suggestion,Medium,"Resolved, thank you for reaching out.",2024-08-23,False
FDBK00268,6603,Outback_86695,Loved the ambiance and the staff were friendly.,2020-07-21,Inquiry,High,,2020-07-21,False
FDBK00269,5915,Chili's_9179,"Great service, but room for improvement.",2020-03-04,Suggestion,High,,2024-11-11,True
FDBK00270,8889,The_62220,Loved the ambiance and the staff were friendly.,2021-04-01,Other,Medium,Thank you for your feedback.,2021-04-01,True
FDBK00271,9768,Texas_17437,"Great service, but room for improvement.",2022-10-23,Praise,Medium,"Resolved, thank you for reaching out.",2024-05-16,True
FDBK00272,9182,Chipotle_94552,"Exceptional experience, highly recommend!",2020-09-01,Suggestion,Medium,Thank you for your feedback.,2021-03-22,True
FDBK00273,5781,Outback_93315,"Exceptional experience, highly recommend!",2020-03-10,Inquiry,Medium,We are looking into this issue.,2023-03-04,False
FDBK00274,7557,Buffalo_41264,"Great service, but room for improvement.",2023-07-25,Inquiry,Medium,We are looking into this issue.,2024-03-22,True
FDBK00275,11640,Chipotle_68382,Food quality was not as expected.,2024-02-04,Other,Medium,"Resolved, thank you for reaching out.",2024-02-04,False
FDBK00276,6459,Buffalo_40824,Food quality was not as expected.,2020-07-09,Suggestion,Low,,2023-09-18,False
FDBK00277,10696,Outback_30935,Food quality was not as expected.,2023-03-12,Inquiry,Medium,We are looking into this issue.,2024-01-04,False
FDBK00278,11934,Buffalo_85644,"The service was too slow, please improve.",2024-04-26,Praise,Low,"Resolved, thank you for reaching out.",2024-04-26,True
FDBK00279,8048,Red_92296,"The service was too slow, please improve.",2023-07-19,Inquiry,Low,Thank you for your feedback.,2023-07-19,True
FDBK00280,4564,Buffalo_30584,"Exceptional experience, highly recommend!",2023-10-07,Other,Medium,Thank you for your feedback.,2024-06-14,False
FDBK00281,9349,Buffalo_79454,Food quality was not as expected.,2023-01-14,Complaint,Medium,Thank you for your feedback.,2023-01-14,True
FDBK00282,7207,The_62940,"Exceptional experience, highly recommend!",2020-09-07,Inquiry,Medium,Thank you for your feedback.,2024-10-21,True
FDBK00283,9164,Panera_33428,"Exceptional experience, highly recommend!",2022-07-29,Suggestion,Low,We are looking into this issue.,2022-07-29,False
FDBK00284,4640,Chipotle_51692,"Exceptional experience, highly recommend!",2021-03-09,Inquiry,Medium,We are looking into this issue.,2021-03-09,True
FDBK00285,4917,Chipotle_20092,"Great service, but room for improvement.",2023-04-05,Praise,High,,2023-10-20,True
FDBK00286,11630,Buffalo_88314,Food quality was not as expected.,2020-01-02,Complaint,Medium,Thank you for your feedback.,2021-08-18,False
FDBK00287,4052,P.F._23843,"The service was too slow, please improve.",2024-07-18,Suggestion,Medium,,2024-07-18,False
FDBK00288,11674,Texas_57377,Food quality was not as expected.,2020-11-05,Praise,Medium,Thank you for your feedback.,2020-12-29,True
FDBK00289,8733,P.F._37413,Loved the ambiance and the staff were friendly.,2023-03-16,Praise,High,We are looking into this issue.,2024-09-20,False
FDBK00290,4882,Buffalo_99674,Loved the ambiance and the staff were friendly.,2022-01-25,Complaint,Low,Thank you for your feedback.,2024-11-07,False
FDBK00291,11779,P.F._14813,"The service was too slow, please improve.",2021-09-29,Other,Medium,We are looking into this issue.,2022-04-08,False
FDBK00292,7117,Olive_24971,"Exceptional experience, highly recommend!",2023-03-03,Complaint,Low,Thank you for your feedback.,2023-09-14,True
FDBK00293,8227,Panera_39368,"Great service, but room for improvement.",2023-06-14,Other,Medium,We are looking into this issue.,2023-06-14,True
FDBK00294,7379,Panera_46238,Food quality was not as expected.,2023-01-16,Complaint,High,We are looking into this issue.,2023-01-16,False
FDBK00295,2134,Panera_96838,"Great service, but room for improvement.",2022-01-24,Inquiry,High,"Resolved, thank you for reaching out.",2022-01-24,False
FDBK00296,7171,Chipotle_86452,"Great service, but room for improvement.",2021-03-19,Complaint,High,,2021-10-08,False
FDBK00297,5729,Outback_79725,Food quality was not as expected.,2020-03-01,Other,Medium,,2024-12-21,False
FDBK00298,9961,Texas_64607,"Exceptional experience, highly recommend!",2020-09-17,Inquiry,Low,Thank you for your feedback.,2020-12-10,False
FDBK00299,11390,Olive_44621,"Exceptional experience, highly recommend!",2023-03-16,Other,High,We are looking into this issue.,2023-03-16,True
FDBK00300,4085,The_69990,"Exceptional experience, highly recommend!",2024-01-26,Inquiry,Medium,Thank you for your feedback.,2024-01-26,False
FDBK00301,4186,Panera_11518,"Exceptional experience, highly recommend!",2020-08-02,Praise,Medium,"Resolved, thank you for reaching out.",2020-08-02,False
FDBK00302,5529,Panera_75358,Food quality was not as expected.,2022-02-05,Praise,High,Thank you for your feedback.,2022-02-05,True
FDBK00303,6200,The_64330,Loved the ambiance and the staff were friendly.,2022-08-09,Inquiry,High,"Resolved, thank you for reaching out.",2023-04-30,False
FDBK00304,8959,Chili's_8079,"The service was too slow, please improve.",2024-11-05,Other,Low,,2024-11-05,True
FDBK00305,11738,Olive_97531,Food quality was not as expected.,2022-01-04,Inquiry,Low,,2024-06-27,False
FDBK00306,11791,Chili's_5079,"Great service, but room for improvement.",2024-01-29,Complaint,Low,"Resolved, thank you for reaching out.",2024-06-14,False
FDBK00307,11777,Red_14696,Loved the ambiance and the staff were friendly.,2022-02-02,Suggestion,Low,,2023-11-08,False
FDBK00308,8153,Chipotle_82932,Loved the ambiance and the staff were friendly.,2022-04-07,Inquiry,Low,Thank you for your feedback.,2024-06-15,True
FDBK00309,3149,Chili's_70509,Food quality was not as expected.,2022-04-10,Other,High,"Resolved, thank you for reaching out.",2022-12-08,True
FDBK00310,11764,Chipotle_63362,"Great service, but room for improvement.",2022-02-02,Inquiry,Low,We are looking into this issue.,2024-09-19,True
FDBK00311,5623,Olive_2571,"Exceptional experience, highly recommend!",2020-05-16,Suggestion,High,,2023-03-12,True
FDBK00312,4220,Chipotle_65152,"Exceptional experience, highly recommend!",2022-04-21,Praise,Low,,2024-08-10,True
FDBK00313,7338,Olive_11761,"Great service, but room for improvement.",2020-11-14,Complaint,Low,"Resolved, thank you for reaching out.",2022-02-19,True
FDBK00314,11517,Chipotle_54282,Food quality was not as expected.,2023-12-22,Suggestion,Medium,"Resolved, thank you for reaching out.",2023-12-22,False
FDBK00315,3704,Panera_13938,Food quality was not as expected.,2022-09-21,Suggestion,Low,,2022-09-21,True
FDBK00316,7068,The_68200,"Great service, but room for improvement.",2020-11-25,Other,Low,"Resolved, thank you for reaching out.",2020-11-25,False
FDBK00317,10316,Outback_53985,"The service was too slow, please improve.",2023-01-09,Inquiry,High,"Resolved, thank you for reaching out.",2023-01-09,True
FDBK00318,8366,Panera_83828,Loved the ambiance and the staff were friendly.,2021-08-13,Inquiry,Low,Thank you for your feedback.,2021-08-13,False
FDBK00319,7303,Olive_65661,"Exceptional experience, highly recommend!",2022-01-16,Praise,Low,"Resolved, thank you for reaching out.",2022-01-16,True
FDBK00320,9864,Chipotle_81282,"Exceptional experience, highly recommend!",2023-02-20,Inquiry,High,,2023-02-20,False
FDBK00321,8036,P.F._42363,Loved the ambiance and the staff were friendly.,2022-03-07,Praise,Low,"Resolved, thank you for reaching out.",2024-07-27,False
FDBK00322,4685,Buffalo_45904,Food quality was not as expected.,2021-05-06,Complaint,Medium,Thank you for your feedback.,2021-05-06,True
FDBK00323,2152,Texas_9577,"Great service, but room for improvement.",2024-05-27,Other,Medium,,2024-05-27,False
FDBK00324,5358,Outback_36675,"Great service, but room for improvement.",2021-03-27,Inquiry,Low,,2024-11-04,False
FDBK00325,9468,Olive_85401,"Exceptional experience, highly recommend!",2022-02-14,Complaint,Medium,,2023-08-23,True
FDBK00326,4000,Outback_20995,"Exceptional experience, highly recommend!",2020-06-15,Suggestion,High,,2021-06-04,False
FDBK00327,9336,Chili's_61469,"Great service, but room for improvement.",2023-07-03,Praise,Low,We are looking into this issue.,2023-07-31,False
FDBK00328,3315,P.F._93993,Food quality was not as expected.,2022-03-27,Praise,Medium,"Resolved, thank you for reaching out.",2022-03-27,False
FDBK00329,7337,Red_76936,"The service was too slow, please improve.",2020-11-12,Other,High,,2024-06-05,False
